Date,Open,High,Low,Close,Adj Close,Volume
2019-12-07,5745.483887,5777.979980,5729.075684,5752.314453,5752.314453,11764255239
2019-12-08,5748.584961,5810.340332,5689.701660,5756.867676,5756.867676,11727756779
2019-12-09,5754.926758,5795.341309,5603.555176,5630.115723,5630.115723,13595854231
2019-12-10,5627.251465,5654.841309,5519.275391,5543.707520,5543.707520,13900195816
2019-12-11,5543.004883,5548.897949,5451.446777,5468.038086,5468.038086,12387393354
2019-12-12,5467.516602,5393.496094,5317.864258,5376.049805,5376.049805,14048189973
2019-12-13,5377.184082,5470.629883,5420.797363,5452.721191,5452.721191,12845381627
2019-12-14,5452.134766,5482.087891,5323.354004,5343.954102,5343.954102,12853851930
2019-12-15,5343.628418,5377.950684,5185.706543,5356.401855,5356.401855,12642379397
2019-12-16,5357.421387,5404.565430,5202.974121,5224.677734,5224.677734,15233768309
2019-12-17,5223.799805,5307.175293,5020.556641,5060.597168,5060.597168,17042985554
2019-12-18,5066.071289,5598.083008,4998.200195,5561.260254,5561.260254,24330903351
2019-12-19,5561.862305,5643.424805,5408.964355,5532.994629,5532.994629,19899088165
2019-12-20,5537.444336,5581.087891,5448.981445,5551.017090,5551.017090,17404611690
2019-12-21,5552.383789,5554.408203,5469.445313,5529.749023,5529.749023,14850676678
2019-12-22,5529.772461,5781.247070,5511.446289,5776.291992,5776.291992,17790089536
2019-12-23,5774.226074,5915.506348,5660.545898,5683.289551,5683.289551,21504091871
2019-12-24,5682.334961,5827.188965,5621.352051,5662.338379,5662.338379,17778869575
2019-12-25,5664.831055,5671.681152,5566.813477,5608.570313,5608.570313,16620675269
2019-12-26,5608.295410,5684.582031,5539.999023,5569.683105,5569.683105,17532393881
2019-12-27,5569.047363,5629.609375,5496.891602,5573.462402,5573.462402,17413884692
2019-12-28,5572.653809,5656.759277,5571.028320,5594.793457,5594.793457,16334612536
2019-12-29,5594.531738,5739.521973,5560.717773,5669.785645,5669.785645,17144787650
2019-12-30,5667.967773,5685.235352,5549.094727,5561.820313,5561.820313,17444384666
2019-12-31,5562.921387,5531.541992,5406.729492,5424.692871,5424.692871,15962748163
2020-01-01,5425.667969,5474.720215,5414.808594,5433.849121,5433.849121,14011191757
2020-01-02,5435.643066,5485.781738,5275.174316,5313.357910,5313.357910,15822688746
2020-01-03,5312.565918,5667.763184,5286.493652,5615.142090,5615.142090,21491142914
2020-01-04,5615.517578,5678.214355,5588.101563,5665.424805,5665.424805,14100590057
2020-01-05,5665.268066,5768.627930,5658.553223,5666.796875,5666.796875,15082067804
2020-01-06,5666.135254,5908.118164,5625.253906,5898.515625,5898.515625,17671710226
2020-01-07,5898.107422,6236.903809,5924.236816,6225.827637,6225.827637,21938626781
2020-01-08,6224.487793,6407.449707,6071.718750,6165.646484,6165.646484,24168949904
2020-01-09,6167.502930,6183.764648,6000.223145,6028.277832,6028.277832,18397587305
2020-01-10,6027.692871,6250.713379,5914.104492,6250.713379,6250.713379,21978257332
2020-01-11,6247.373535,6290.603027,6146.152832,6152.196289,6152.196289,19534741955
2020-01-12,6148.923828,6286.431152,6140.000977,6280.627930,6280.627930,17558508773
2020-01-13,6278.541504,6312.026367,6221.103027,6270.761230,6270.761230,17311099294
2020-01-14,6268.250000,6818.852051,6251.674805,6779.113770,6779.113770,34435396111
2020-01-15,6777.254883,6817.537598,6638.911133,6753.805664,6753.805664,30753540500
2020-01-16,6758.001465,6764.649902,6585.437012,6670.843262,6670.843262,23944956505
2020-01-17,6671.932617,6882.659668,6666.912109,6860.313477,6860.313477,27945260222
2020-01-18,6858.911133,6924.207031,6782.171875,6870.894043,6870.894043,24845595776
2020-01-19,6869.846680,7045.506836,6627.065918,6693.309082,6693.309082,26306070674
2020-01-20,6692.068848,6725.254395,6582.901855,6657.623535,6657.623535,20318489828
2020-01-21,6658.660156,6711.774414,6549.887695,6704.252930,6704.252930,18472117135
2020-01-22,6702.962402,6690.175781,6571.295410,6604.870605,6604.870605,17195433052
2020-01-23,6604.699219,6621.757324,6351.856934,6407.404297,6407.404297,19642284036
2020-01-24,6406.681641,6512.596191,6323.041992,6459.642578,6459.642578,18661182940
2020-01-25,6455.577148,6469.600098,6345.512207,6400.298828,6400.298828,15027615187
2020-01-26,6397.669434,6586.187500,6374.184570,6581.921875,6581.921875,16979718795
2020-01-27,6582.288574,6875.269043,6583.939453,6823.264160,6823.264160,21938532804
2020-01-28,6825.335938,7185.750488,6840.119141,7185.750488,7185.750488,26412181522
2020-01-29,7184.890137,7223.471680,7118.293457,7154.509766,7154.509766,23562056888
2020-01-30,7154.039551,7300.651855,7054.399414,7266.925293,7266.925293,24744391557
2020-01-31,7266.405273,7210.902344,6990.577637,7081.268066,7081.268066,22289577654
2020-02-01,7078.108887,7148.512695,7053.027344,7113.337402,7113.337402,19631538836
2020-02-02,7111.023926,7183.569824,6993.166504,7089.167969,7089.167969,23393747684
2020-02-03,7089.409668,7341.010742,7116.528320,7151.066895,7151.066895,23802797372
2020-02-04,7150.544434,7161.037109,6993.390137,7045.691406,7045.691406,22940746620
2020-02-05,7047.573730,7465.412109,7051.717773,7397.789551,7397.789551,27104326839
2020-02-06,7401.172852,7598.714355,7378.438965,7525.379395,7525.379395,29103486899
2020-02-07,7522.440918,7631.504395,7547.145020,7601.417480,7601.417480,26788800747
2020-02-08,7599.187500,7664.120605,7510.601563,7655.095703,7655.095703,27292661830
2020-02-09,7654.145508,7857.453613,7640.998535,7847.554199,7847.554199,27776355173
2020-02-10,7846.690430,7870.294922,7575.169922,7630.949219,7630.949219,30492907973
2020-02-11,7630.392090,7880.649414,7509.606445,7879.247559,7879.247559,29058729935
2020-02-12,7874.733398,8022.267578,7874.671875,7970.124023,7970.124023,33532312134
2020-02-13,7968.507813,8015.812988,7754.078125,7829.362793,7829.362793,37831626132
2020-02-14,7827.194336,7911.334961,7760.755859,7903.762695,7903.762695,33216785920
2020-02-15,7905.096680,7926.326660,7568.294434,7579.789063,7579.789063,33620546735
2020-02-16,7579.601563,7703.190430,7449.137695,7611.604004,7611.604004,33233062674
2020-02-17,7613.233398,7616.144531,7308.083984,7450.430664,7450.430664,35366573706
2020-02-18,7451.267578,7818.044434,7410.635254,7801.872559,7801.872559,36363896971
2020-02-19,7803.258789,7887.409180,7438.683105,7451.858398,7451.858398,36350441887
2020-02-20,7448.716309,7459.172852,7382.884277,7458.550781,7458.550781,34873098483
2020-02-21,7461.117188,7497.261230,7443.290527,7473.535156,7473.535156,31579800211
2020-02-22,7474.511230,7482.631348,7407.403809,7455.589355,7455.589355,27650684956
2020-02-23,7455.694824,7672.421387,7451.430176,7661.954102,7661.954102,31795910667
2020-02-24,7659.690430,7684.599121,7373.087891,7466.243652,7466.243652,34878329452
2020-02-25,7467.124023,7468.592773,7155.682129,7184.443848,7184.443848,32697295369
2020-02-26,7181.817383,7198.202637,6742.823242,6834.669922,6834.669922,39068480533
2020-02-27,6838.211914,6935.417969,6642.071777,6815.493652,6815.493652,35278278681
2020-02-28,6818.778809,6898.780273,6593.657715,6763.994629,6763.994629,34789575018
2020-02-29,6763.025391,6844.466309,6707.100586,6707.100586,6707.100586,27915918641
2020-03-01,6707.295410,6806.377930,6607.037598,6699.615234,6699.615234,27658635464
2020-03-02,6700.249023,6995.759766,6676.280273,6946.929688,6946.929688,33567116324
2020-03-03,6943.575684,6959.537109,6798.040527,6854.798828,6854.798828,33063206649
2020-03-04,6855.388184,6902.653809,6804.252441,6801.722656,6801.722656,26993812763
2020-03-05,6805.637695,7061.011719,6803.283203,7010.438965,7010.438965,30654043799
2020-03-06,7010.088379,7044.338379,6970.625000,6991.336426,6991.336426,31288908625
2020-03-07,6990.612305,7022.161133,6813.350586,6828.071777,6828.071777,27754554853
2020-03-08,6826.732422,6831.436523,6186.974609,6191.536133,6191.536133,30524340188
2020-03-09,6193.849609,6248.970703,5853.841309,6061.294922,6061.294922,35905065124
2020-03-10,6060.149414,6248.026855,6039.475586,6127.224609,6127.224609,32700776107
2020-03-11,6127.503418,6159.702637,5948.584473,6172.640137,6172.640137,30180987674
2020-03-12,6174.346191,6185.749023,3866.912109,3954.907959,3954.907959,42948391633
2020-03-13,3992.336670,4683.551758,3274.499756,4534.398926,4534.398926,60437472614
2020-03-14,4542.036133,4584.537109,4176.911133,4238.277832,4238.277832,29465777778
2020-03-15,4238.848633,4701.335938,4212.945313,4351.603516,4351.603516,27436330936
2020-03-16,4345.885742,4345.885742,3723.083008,4087.799072,4087.799072,36983969777
2020-03-17,4078.096680,4396.534668,4064.784668,4311.259277,4311.259277,31864530120
2020-03-18,4312.483887,4608.335938,4276.476563,4506.921875,4506.921875,32589253727
2020-03-19,4512.925781,5527.562012,4549.176758,5390.021484,5390.021484,44400982099
2020-03-20,5390.422852,5807.232910,5065.976563,5320.838867,5320.838867,46732162954
2020-03-21,5327.485840,5474.793457,5092.551758,5309.069336,5309.069336,36475867805
2020-03-22,5309.491211,5458.966797,5014.607910,5017.383301,5017.383301,34508849183
2020-03-23,5018.347168,5570.233887,4993.766113,5535.162109,5535.162109,40107181175
2020-03-24,5552.698242,5795.591797,5504.458496,5712.036133,5712.036133,40898786652
2020-03-25,5715.354980,5769.562500,5490.070313,5641.162109,5641.162109,37649702185
2020-03-26,5636.187012,5677.598633,5534.312988,5505.164063,5505.164063,28950048736
2020-03-27,5507.580566,5534.999512,5192.050293,5194.536133,5194.536133,27768431073
2020-03-28,5192.493652,5192.691895,4911.950684,5011.794922,5011.794922,28008999024
2020-03-29,5014.549316,5018.437500,4755.244141,4756.294922,4756.294922,22788358245
2020-03-30,4759.102051,5254.059082,4739.960938,5199.858398,5199.858398,30004365300
2020-03-31,5200.476563,5274.251465,5152.687988,5189.779297,5189.779297,26427074175
2020-04-01,5188.710938,5340.645020,5004.837891,5335.962891,5335.962891,32585791174
2020-04-02,5335.962891,5736.306152,5316.745605,5482.285156,5482.285156,38460949906
2020-04-03,5485.329102,5700.922852,5452.755859,5489.023926,5489.023926,31773451914
2020-04-04,5493.096191,5607.688477,5458.940918,5598.374023,5598.374023,27053051964
2020-04-05,5594.306641,5611.324707,5474.791992,5558.002930,5558.002930,24151939145
2020-04-06,5555.482422,5938.369141,5550.174316,5938.369141,5938.369141,38297513009
2020-04-07,5939.890625,6033.380859,5785.498535,5815.242676,5815.242676,35851688580
2020-04-08,5817.567383,5969.450684,5806.252441,5918.463379,5918.463379,30312753558
2020-04-09,5921.584473,5916.407227,5784.103027,5863.468262,5863.468262,27956034533
2020-04-10,5864.854004,5864.854004,5449.401367,5514.893066,5514.893066,35041224843
2020-04-11,5516.457031,5564.445801,5455.062988,5510.628418,5510.628418,25084011182
2020-04-12,5509.812988,5717.175293,5472.061035,5594.810059,5594.810059,28699663473
2020-04-13,5590.416016,5590.416016,5335.021484,5465.358887,5465.358887,30835239416
2020-04-14,5463.956543,5516.340332,5410.755371,5419.585938,5419.585938,27017373953
2020-04-15,5422.068359,5495.615723,5296.964355,5304.621582,5304.621582,25786575280
2020-04-16,5303.298828,5714.873047,5243.564453,5699.457031,5699.457031,37466125741
2020-04-17,null,null,null,null,null,null
2020-04-18,5669.520996,5811.544922,5667.087402,5801.719238,5801.719238,25938022818
2020-04-19,5804.323242,5819.990723,5729.286133,5757.722656,5757.722656,25075895813
2020-04-20,5755.679688,5801.572266,5497.973145,5530.940918,5530.940918,30336864758
2020-04-21,5529.193359,5586.051758,5555.294434,5594.391113,5594.391113,26498718822
2020-04-22,5593.672852,5804.043457,5586.981445,5776.083496,5776.083496,26983882806
2020-04-23,5779.409668,6067.858887,5730.830078,6015.187012,6015.187012,35218711872
2020-04-24,6018.794922,6125.759766,6018.794922,6106.670410,6106.670410,28011736449
2020-04-25,6106.332520,6177.783203,6083.032227,6122.064453,6122.064453,26640944581
2020-04-26,6122.228516,6225.214355,6115.167480,6210.409180,6210.409180,26742544201
2020-04-27,6210.046387,6275.489746,6210.046387,6275.489746,6275.489746,29110671152
2020-04-28,6276.592285,6284.536621,6215.599609,6278.592773,6278.592773,26690421128
2020-04-29,6278.314453,7114.916016,6244.777344,7057.032715,7057.032715,48271671899
2020-04-30,7054.332520,7571.401855,6783.673828,6882.849121,6882.849121,53231456350
2020-05-01,6894.159180,7213.971191,6890.169434,7090.678711,7090.678711,35249071244
2020-05-02,7094.110840,7204.597168,7047.965332,7189.726563,7189.726563,32102373745
2020-05-03,7185.741211,7333.051758,7063.646484,7145.557129,7145.557129,37827443673
2020-05-04,7144.172852,7199.328613,6946.449707,7161.514160,7161.514160,36736058621
2020-05-05,7161.656738,7267.721191,7115.512695,7236.208496,7236.208496,34680533717
2020-05-06,7239.721680,7633.133301,7205.169922,7520.293457,7520.293457,40058324809
2020-05-07,7514.721680,8077.619629,7416.717285,8039.832031,8039.832031,49372950784
2020-05-08,8027.425781,8066.852051,7887.197266,7933.799316,7933.799316,41738493328
2020-05-09,7932.380859,7991.187988,7722.593262,7733.275391,7733.275391,37535181303
2020-05-10,7731.077148,7734.632813,6766.977051,7052.648438,7052.648438,51003763110
2020-05-11,7051.927246,7335.576172,6790.696777,6976.056641,6976.056641,46324205488
2020-05-12,6983.023438,7289.691895,6949.149902,7185.369629,7185.369629,34392840350
2020-05-13,7186.112305,7617.002441,7186.112305,7573.682129,7573.682129,37221504806
2020-05-14,7574.777344,8019.384277,7580.104980,7957.521484,7957.521484,46130181959
2020-05-15,7957.987305,7974.785156,7649.775879,7706.900391,7706.900391,39788513530
2020-05-16,7711.066895,7901.888672,7651.129883,7747.232910,7747.232910,29879113017
2020-05-17,7745.510742,8115.705566,7724.539063,8002.923828,8002.923828,33171320794
2020-05-18,8007.024414,8180.092773,7894.704102,7973.972656,7973.972656,34290433039
2020-05-19,7974.373047,8033.689941,7818.408691,7938.505859,7938.505859,32029929616
2020-05-20,7935.479980,8011.389160,7721.906250,7781.742188,7781.742188,29863905958
2020-05-21,7781.544922,7820.019531,7249.279297,7430.397949,7430.397949,32175366784
2020-05-22,7429.230469,7584.598633,7378.579102,7547.702148,7547.702148,24503233739
2020-05-23,7549.745117,7646.274902,7494.711426,7569.656738,7569.656738,22791169677
2020-05-24,7572.119141,7634.687500,7213.103027,7213.323242,7213.323242,26684734875
2020-05-25,7209.827148,7340.737793,7157.312988,7300.266113,7300.266113,25644274304
2020-05-26,7302.439453,7330.926270,7094.800293,7163.752441,7163.752441,23987835055
2020-05-27,7165.640137,7511.290039,7163.812500,7485.384766,7485.384766,26693719882
2020-05-28,7488.586914,7748.518555,7457.392090,7731.433105,7731.433105,27893519387
2020-05-29,7733.546875,7777.685059,7604.964844,7647.040527,7647.040527,26650984276
2020-05-30,7646.870117,7861.652344,7588.390137,7858.722656,7858.722656,26510289250
2020-05-31,7858.472656,7858.665527,7641.867676,7663.031738,7663.031738,22495115344
2020-06-01,7665.094727,8168.831543,7567.467285,8143.910645,8143.910645,28194073363
2020-06-02,8140.470215,8108.249023,7533.500488,7575.536621,7575.536621,31111414956
2020-06-03,7578.681641,7700.623047,7523.307617,7679.833008,7679.833008,19888032232
2020-06-04,7679.146484,7829.316406,7599.680176,7772.140137,7772.140137,20556613545
2020-06-05,7771.806152,7804.099121,7603.492188,7631.382813,7631.382813,18561933259
2020-06-06,7630.886719,7716.574219,7572.555176,7622.023926,7622.023926,16137072143
2020-06-07,7621.490234,7683.324219,7467.645020,7666.066406,7666.066406,19650730302
2020-06-08,7667.017578,7726.848145,7627.181641,7671.557129,7671.557129,16868844544
2020-06-09,7673.811035,7714.713379,7644.358887,7705.356445,7705.356445,18656597440
2020-06-10,7704.113281,7771.012695,7624.305176,7764.221191,7764.221191,20221840044
2020-06-11,7764.208496,7800.281738,7354.330566,7412.531250,7412.531250,24052044509
2020-06-12,7411.664063,7583.658691,7390.441895,7557.768555,7557.768555,18024282830
2020-06-13,7557.682129,7567.627441,7490.141602,7553.331055,7553.331055,14001610305
2020-06-14,7555.145996,7558.906250,7471.671875,7504.868164,7504.868164,15184156214
2020-06-15,7504.266602,7544.235352,7210.903320,7478.444336,7478.444336,21127770080
2020-06-16,7481.265137,7563.247559,7443.591797,7578.770996,7578.770996,17135652383
2020-06-17,7575.401367,7585.056152,7430.811523,7553.194336,7553.194336,16076166614
2020-06-18,7554.239258,7555.207520,7511.690430,7574.018555,7574.018555,14300172205
2020-06-19,7572.774414,7606.995117,7510.250977,7521.363281,7521.363281,15898017215
2020-06-20,7523.745117,7607.972656,7488.454102,7557.254883,7557.254883,13872175509
2020-06-21,7556.109375,7612.941406,7531.023438,7533.614258,7533.614258,12408852871
2020-06-22,7531.416504,7744.411621,7535.802246,7718.501465,7718.501465,16882173515
2020-06-23,7714.788086,7718.087402,7661.885254,7689.330566,7689.330566,13579722000
2020-06-24,7691.319824,7735.629883,7462.307129,7503.892090,7503.892090,15277283987
2020-06-25,7504.308105,7518.362793,7329.903809,7457.377930,7457.377930,14984318164
2020-06-26,7454.304688,7497.600586,7386.370117,7428.386230,7428.386230,14869444695
2020-06-27,7432.364258,7462.663574,7292.793457,7331.026855,7331.026855,13999341074
2020-06-28,7333.515137,7454.345215,7274.403320,7408.212402,7408.212402,11797348538
2020-06-29,7405.333984,7509.472168,7350.132324,7466.613281,7466.613281,13372482604
2020-06-30,7462.329590,7485.878418,7386.917480,7377.083984,7377.083984,12703478047
2020-07-01,7383.535645,7458.584473,7354.130859,7403.747070,7403.747070,12813735277
2020-07-02,7406.004883,7426.212402,7250.968750,7318.051270,7318.051270,13105739263
2020-07-03,7319.200684,7383.583984,7256.348145,7279.584961,7279.584961,10477197456
2020-07-04,7277.125488,7356.076660,7252.210938,7315.378418,7315.378418,9845057475
2020-07-05,7310.254395,7339.165527,7195.284668,7273.436523,7273.436523,10343034876
2020-07-06,7272.560547,7503.361328,7256.089844,7503.361328,7503.361328,14317099387
2020-07-07,7482.302246,7481.651367,7353.437500,7377.627441,7377.627441,11035531384
2020-07-08,7378.219238,7493.520996,7368.863770,7475.310547,7475.310547,15621134247
2020-07-09,7475.041504,7476.621582,7325.100098,7360.545898,7360.545898,14280605338
2020-07-10,7356.888184,7357.757813,7248.191895,7350.894043,7350.894043,13356924847
2020-07-11,7349.867676,7362.559570,7288.053223,7320.535156,7320.535156,10497056051
2020-07-12,7321.096680,7383.179688,7287.103027,7346.069336,7346.069336,11444839846
2020-07-13,7346.627441,7389.666992,7347.223145,7364.137695,7364.137695,13957568568
2020-07-14,7360.225586,7396.334961,7321.709473,7354.686035,7354.686035,14389993749
2020-07-15,7353.638672,7376.851563,7288.568848,7301.696289,7301.696289,12585169240
2020-07-16,7301.015137,7324.392578,7254.006836,7271.536621,7271.536621,12512246640
2020-07-17,7271.205566,7319.799316,7234.895996,7280.920898,7280.920898,11094412045
2020-07-18,7280.755371,7345.887207,7242.308594,7288.635742,7288.635742,9750448717
2020-07-19,7287.812988,7319.611328,7239.769043,7306.563965,7306.563965,10291915716
2020-07-20,7307.680664,7356.572266,7234.750977,7237.524902,7237.524902,10863598419
2020-07-21,7236.168945,7419.809570,7219.463379,7363.364746,7363.364746,14192482103
2020-07-22,7363.516113,7486.680176,7353.411621,7482.839844,7482.839844,12987243470
2020-07-23,7484.236816,7538.624023,7463.152832,7526.966797,7526.966797,14255956227
2020-07-24,7530.457031,7523.226563,7440.722656,7455.646973,7455.646973,12940441140
2020-07-25,7457.673828,7586.721680,7450.424316,7565.267578,7565.267578,12985238543
2020-07-26,7567.707520,7836.302246,7546.296875,7739.798828,7739.798828,16024745336
2020-07-27,7739.838379,8813.810547,7727.424316,8528.466797,8528.466797,27437715932
2020-07-28,8549.100586,8696.989258,8262.692383,8443.938477,8443.938477,22258492911
2020-07-29,8444.039063,8695.331055,8402.685547,8550.224609,8550.224609,18961633531
2020-07-30,8549.735352,8528.306641,8359.647461,8468.823242,8468.823242,17421497206
2020-07-31,8468.058594,8707.039063,8369.849609,8653.608398,8653.608398,17699671044
2020-08-01,8652.923828,9013.720703,8589.511719,8986.833984,8986.833984,19927366229
2020-08-02,8986.201172,9196.649414,8420.198242,8439.323242,8439.323242,20927312310
2020-08-03,8431.806641,8768.935547,8406.954102,8598.778320,8598.778320,15499427751
2020-08-04,8598.666992,8711.490234,8539.208008,8563.139648,8563.139648,16238635573
2020-08-05,8561.558594,8984.725586,8531.345703,8948.752930,8948.752930,18596225132
2020-08-06,8950.922852,9050.297852,8833.082031,8966.680664,8966.680664,17812479742
2020-08-07,8966.011719,9068.553711,8740.340820,8890.011719,8890.011719,17725898101
2020-08-08,8892.372070,9042.189453,8857.029297,9006.937500,9006.937500,13465186768
2020-08-09,8994.125000,9046.791992,8854.048828,8945.706055,8945.706055,13400171006
2020-08-10,8935.375977,9212.339844,8935.375977,9083.869141,9083.869141,19970950386
2020-08-11,9086.573242,9119.550781,8576.461914,8742.436523,8742.436523,20717151385
2020-08-12,8737.894531,8998.649414,8625.061523,8880.038086,8880.038086,19212377448
2020-08-13,8882.698242,9026.142578,8573.526367,9016.762695,9016.762695,21058913690
2020-08-14,9007.979492,9281.949219,8923.119141,8993.135742,8993.135742,18521339104
